,CoC Name,CoC Number,Year,Overall Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Male,Overall Homeless - Female,Overall Homeless - Transgender,Overall Homeless - Nonbinary Gender,Overall Homeless - White,Overall Homeless - Black or African American,Overall Homeless - Asian or Asian American,Overall Homeless - American Indian or Alaska Native,Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Hispanic/Latino,Overall Homeless - Non-Hispanic/Non-Latino,Label
1047,New York City CoC,NY-600,2020,77943.0,0.3071475308879566,0.0919004913847298,0.6009519777273136,0.533595063058902,0.4605031882272943,0.0054655325045225,0.0004362162092811,0.2016216979074452,0.7163439949706837,0.0110465340056194,0.0045161207549106,0.0152675673248399,0.051204085036501,0.3680766714137254,0.6319233285862745,1
1048,Poughkeepsie/Dutchess County CoC,NY-601,2020,591.0,0.3028764805414551,0.0727580372250423,0.6243654822335025,0.4906937394247039,0.5093062605752962,0.0,0.0,0.455160744500846,0.4788494077834179,0.0033840947546531,0.0050761421319796,0.0050761421319796,0.0524534686971235,0.143824027072758,0.856175972927242,0
1049,"Newburgh, Middletown/Orange County CoC",NY-602,2020,471.0,0.2845010615711252,0.0615711252653927,0.6539278131634819,0.5562632696390658,0.4437367303609342,0.0,0.0,0.4798301486199575,0.4564755838641189,0.0063694267515923,0.0,0.0,0.0573248407643312,0.1549893842887473,0.8450106157112527,4
1050,"Nassau, Suffolk Counties CoC",NY-603,2020,3807.0,0.4328867874967165,0.0630417651694247,0.5040714473338587,0.4699238245337536,0.5292881534016286,0.0007880220646178,0.0,0.3283425269240872,0.6136065143157342,0.0031520882584712,0.0123456790123456,0.003940110323089,0.0386130811662726,0.1833464670344103,0.8166535329655897,1
1051,"Yonkers, Mount Vernon/Westchester County CoC",NY-604,2020,1683.0,0.380273321449792,0.0689245395127748,0.5508021390374331,0.5086155674390969,0.4901960784313725,0.0011883541295306,0.0,0.2721330956625074,0.6922162804515746,0.0029708853238265,0.0047534165181224,0.0041592394533571,0.023767082590612,0.2477718360071301,0.7522281639928698,1
1052,Rockland County CoC,NY-606,2020,193.0,0.1036269430051813,0.1709844559585492,0.7253886010362695,0.6424870466321243,0.3523316062176165,0.0,0.005181347150259,0.4404145077720207,0.3471502590673575,0.0,0.0414507772020725,0.0,0.1709844559585492,0.3212435233160621,0.6787564766839378,2
1053,Kingston/Ulster County CoC,NY-608,2020,439.0,0.3485193621867881,0.1070615034168565,0.5444191343963554,0.571753986332574,0.4236902050113895,0.0045558086560364,0.0,0.6309794988610479,0.2779043280182232,0.0136674259681093,0.0022779043280182,0.0022779043280182,0.0728929384965831,0.1412300683371298,0.8587699316628702,0
1054,Cincinnati/Hamilton County CoC,OH-500,2020,1092.0,0.1593406593406593,0.0851648351648351,0.7554945054945055,0.6840659340659341,0.3131868131868132,0.0027472527472527,0.0,0.3434065934065934,0.6172161172161172,0.0018315018315018,0.0009157509157509,0.0018315018315018,0.0347985347985348,0.0109890109890109,0.989010989010989,1
1055,Toledo/Lucas County CoC,OH-501,2020,602.0,0.260797342192691,0.0564784053156146,0.6827242524916943,0.5365448504983389,0.4634551495016611,0.0,0.0,0.4700996677740864,0.446843853820598,0.0,0.0066445182724252,0.0033222591362126,0.0730897009966777,0.0897009966777408,0.9102990033222592,4
1056,Cleveland/Cuyahoga County CoC,OH-502,2020,1675.0,0.1456716417910447,0.0710447761194029,0.7832835820895523,0.706865671641791,0.2835820895522388,0.0095522388059701,0.0,0.2698507462686567,0.706865671641791,0.004776119402985,0.0029850746268656,0.0011940298507462,0.0143283582089552,0.0531343283582089,0.946865671641791,1
1057,Columbus/Franklin County CoC,OH-503,2020,2036.0,0.2116895874263261,0.0854616895874263,0.7028487229862476,0.5864440078585462,0.4096267190569744,0.0039292730844793,0.0,0.3094302554027505,0.5962671905697446,0.0162082514734774,0.0083497053045186,0.0039292730844793,0.0658153241650294,0.043222003929273,0.9567779960707268,1
1058,Youngstown/Mahoning County CoC,OH-504,2020,100.0,0.34,0.08,0.58,0.38,0.62,0.0,0.0,0.28,0.6,0.01,0.01,0.0,0.1,0.08,0.92,1
1059,"Dayton, Kettering/Montgomery County CoC",OH-505,2020,736.0,0.1209239130434782,0.1277173913043478,0.751358695652174,0.6100543478260869,0.3817934782608695,0.0081521739130434,0.0,0.4619565217391304,0.4809782608695652,0.0027173913043478,0.0067934782608695,0.0040760869565217,0.0434782608695652,0.0489130434782608,0.9510869565217392,4
1060,"Akron, Barberton/Summit County CoC",OH-506,2020,587.0,0.1635434412265758,0.0630323679727427,0.7734241908006815,0.5502555366269165,0.4497444633730835,0.0,0.0,0.4974446337308347,0.4275979557069846,0.0085178875638841,0.0068143100511073,0.0017035775127768,0.0579216354344122,0.0357751277683134,0.9642248722316864,4
1061,Ohio Balance of State CoC,OH-507,2020,3577.0,0.1959742801230081,0.0754822476935979,0.7285434721833939,0.5655577299412916,0.4310875034945485,0.0027956388034665,0.0005591277606933,0.7878110148168856,0.160749231199329,0.0005591277606933,0.0109029913335197,0.0011182555213866,0.0388593793681856,0.048364551299972,0.951635448700028,3
1062,"Canton, Massillon, Alliance/Stark County CoC",OH-508,2020,250.0,0.292,0.052,0.656,0.476,0.524,0.0,0.0,0.528,0.324,0.004,0.008,0.0,0.136,0.024,0.976,0
1063,North Central Oklahoma CoC,OK-500,2020,221.0,0.1266968325791855,0.2126696832579185,0.6606334841628959,0.6108597285067874,0.3755656108597285,0.0135746606334841,0.0,0.8235294117647058,0.0678733031674208,0.0,0.0588235294117647,0.004524886877828,0.0452488687782805,0.0361990950226244,0.9638009049773756,3
1064,Tulsa City & County CoC,OK-501,2020,1221.0,0.1122031122031122,0.0958230958230958,0.7919737919737919,0.6232596232596233,0.3693693693693693,0.0032760032760032,0.004095004095004,0.5561015561015561,0.2309582309582309,0.0032760032760032,0.122031122031122,0.0024570024570024,0.0851760851760851,0.0745290745290745,0.9254709254709256,4
1065,Oklahoma City CoC,OK-502,2020,1573.0,0.1131595677050222,0.0591226954863318,0.8277177368086459,0.6624284806102988,0.3280356007628734,0.0089001907183725,0.0006357279084551,0.6090273363000636,0.2581055308328036,0.0044500953591862,0.0794659885568976,0.0006357279084551,0.0483153210425937,0.0775588048315321,0.922441195168468,4
1066,Oklahoma Balance of State CoC,OK-503,2020,161.0,0.1987577639751552,0.0683229813664596,0.7329192546583851,0.5900621118012422,0.4037267080745341,0.0062111801242236,0.0,0.7577639751552795,0.0496894409937888,0.0,0.1118012422360248,0.0,0.0807453416149068,0.1180124223602484,0.8819875776397516,3
1067,Norman/Cleveland County CoC,OK-504,2020,266.0,0.0714285714285714,0.0413533834586466,0.8872180451127819,0.6240601503759399,0.3721804511278195,0.0037593984962406,0.0,0.7443609022556391,0.1090225563909774,0.0075187969924812,0.093984962406015,0.0,0.0451127819548872,0.0451127819548872,0.9548872180451128,3
1068,Northeast Oklahoma CoC,OK-505,2020,55.0,0.2,0.0909090909090909,0.7090909090909091,0.5818181818181818,0.4181818181818181,0.0,0.0,0.4545454545454545,0.0181818181818181,0.0,0.4727272727272727,0.0,0.0545454545454545,0.0909090909090909,0.9090909090909092,0
1069,Southwest Oklahoma Regional CoC,OK-506,2020,165.0,0.2121212121212121,0.006060606060606,0.7818181818181819,0.6606060606060606,0.3393939393939394,0.0,0.0,0.6,0.2787878787878788,0.0,0.103030303030303,0.0181818181818181,0.0,0.1151515151515151,0.8848484848484849,4
1070,Southeastern Oklahoma Regional CoC,OK-507,2020,270.0,0.1851851851851851,0.074074074074074,0.7407407407407407,0.5925925925925926,0.4037037037037037,0.0037037037037037,0.0,0.6962962962962963,0.1037037037037037,0.0,0.1407407407407407,0.0037037037037037,0.0555555555555555,0.0518518518518518,0.9481481481481482,3
1071,"Eugene, Springfield/Lane County CoC",OR-500,2020,1606.0,0.0990037359900373,0.0491905354919053,0.8518057285180572,0.6681195516811955,0.3219178082191781,0.0043586550435865,0.0056039850560398,0.8250311332503113,0.0330012453300124,0.0031133250311332,0.0361145703611457,0.0087173100871731,0.0940224159402241,0.0940224159402241,0.9059775840597758,3
1072,"Portland, Gresham/Multnomah County CoC",OR-501,2020,4173.0,0.0555954948478312,0.0702132758207524,0.8741912293314162,0.6335969326623532,0.3438773064941289,0.0115025161754133,0.0110232446681044,0.6848789839444045,0.1413850946561227,0.0112628804217589,0.0510424155283968,0.0148574167265756,0.0965732087227414,0.0980110232446681,0.901988976755332,3
1073,"Medford, Ashland/Jackson County CoC",OR-502,2020,727.0,0.1169188445667125,0.0880330123796423,0.7950481430536451,0.6341127922971114,0.3645116918844566,0.0,0.0013755158184319,0.811554332874828,0.0398899587345254,0.0110041265474552,0.0385144429160935,0.0357634112792297,0.0632737276478679,0.1265474552957359,0.8734525447042641,3
1074,Central Oregon CoC,OR-503,2020,913.0,0.1796276013143483,0.0821467688937568,0.7382256297918949,0.5739320920043811,0.4194961664841183,0.004381161007667,0.0021905805038335,0.8335158817086528,0.0098576122672508,0.0032858707557502,0.1303395399780942,0.004381161007667,0.0186199342825848,0.0679079956188389,0.932092004381161,3
1075,"Salem/Marion, Polk Counties CoC",OR-504,2020,624.0,0.0512820512820512,0.0496794871794871,0.8990384615384616,0.7275641025641025,0.2724358974358974,0.0,0.0,0.9503205128205128,0.0032051282051282,0.0048076923076923,0.0208333333333333,0.0096153846153846,0.0112179487179487,0.0400641025641025,0.9599358974358976,3
1076,Oregon Balance of State CoC,OR-505,2020,5642.0,0.2135767458348103,0.0597305919886565,0.7266926621765332,0.5831265508684863,0.413151364764268,0.0019496632399858,0.0017724211272598,0.890641616448068,0.0138248847926267,0.0051400212690535,0.0450194966323998,0.0069124423963133,0.0384615384615384,0.0879120879120879,0.912087912087912,3
1077,"Hillsboro, Beaverton/Washington County CoC",OR-506,2020,618.0,0.1343042071197411,0.0663430420711974,0.7993527508090615,0.686084142394822,0.3106796116504854,0.0032362459546925,0.0,0.7815533980582524,0.0857605177993527,0.0129449838187702,0.0275080906148867,0.0226537216828478,0.0695792880258899,0.1634304207119741,0.8365695792880259,3
1078,Clackamas County CoC,OR-507,2020,352.0,0.1988636363636363,0.0681818181818181,0.7329545454545454,0.5738636363636364,0.4261363636363636,0.0,0.0,0.7982954545454546,0.0710227272727272,0.0255681818181818,0.0255681818181818,0.0056818181818181,0.0738636363636363,0.1363636363636363,0.8636363636363636,3
1079,Philadelphia CoC,PA-500,2020,5634.0,0.2074902378416755,0.0757898473553425,0.7167199148029819,0.6199858004969826,0.3714944976925807,0.0063897763578274,0.0021299254526091,0.2195598154064607,0.7346467873624423,0.0051473198438054,0.0047923322683706,0.0047923322683706,0.0310614128505502,0.104898828541001,0.8951011714589989,1
1080,Harrisburg/Dauphin County CoC,PA-501,2020,402.0,0.2189054726368159,0.0895522388059701,0.6915422885572139,0.6094527363184079,0.3880597014925373,0.0024875621890547,0.0,0.3407960199004975,0.5422885572139303,0.0049751243781094,0.0149253731343283,0.0124378109452736,0.0845771144278607,0.1442786069651741,0.8557213930348259,1
1081,"Upper Darby, Chester, Haverford/Delaware County CoC",PA-502,2020,367.0,0.2534059945504087,0.0490463215258855,0.6975476839237057,0.4713896457765668,0.5258855585831063,0.0027247956403269,0.0,0.2752043596730245,0.6866485013623979,0.0,0.0,0.0027247956403269,0.0354223433242506,0.0381471389645776,0.9618528610354224,1
1082,"Wilkes-Barre, Hazleton/Luzerne County CoC",PA-503,2020,181.0,0.3370165745856354,0.1104972375690607,0.5524861878453039,0.3535911602209944,0.6353591160220995,0.011049723756906,0.0,0.5911602209944752,0.3038674033149171,0.005524861878453,0.0220994475138121,0.0,0.0773480662983425,0.2265193370165746,0.7734806629834254,0
1083,"Lower Merion, Norristown, Abington/Montgomery County CoC",PA-504,2020,282.0,0.2624113475177305,0.0496453900709219,0.6879432624113475,0.4361702127659574,0.5567375886524822,0.0035460992907801,0.0035460992907801,0.4042553191489361,0.5212765957446809,0.0106382978723404,0.0,0.0035460992907801,0.0602836879432624,0.0673758865248227,0.9326241134751772,1
1084,Chester County CoC,PA-505,2020,522.0,0.1819923371647509,0.028735632183908,0.789272030651341,0.6819923371647509,0.3160919540229885,0.0019157088122605,0.0,0.4789272030651341,0.4885057471264368,0.0019157088122605,0.0019157088122605,0.0019157088122605,0.0268199233716475,0.0459770114942528,0.9540229885057472,4
1085,Reading/Berks County CoC,PA-506,2020,524.0,0.1851145038167939,0.0687022900763358,0.7461832061068703,0.7061068702290076,0.2938931297709923,0.0,0.0,0.6717557251908397,0.2862595419847328,0.0,0.0038167938931297,0.0,0.0381679389312977,0.3874045801526717,0.6125954198473282,2
1086,Scranton/Lackawanna County CoC,PA-508,2020,177.0,0.2146892655367231,0.1016949152542373,0.6836158192090396,0.5819209039548022,0.4067796610169492,0.0112994350282485,0.0,0.8531073446327684,0.0903954802259887,0.0,0.0,0.0056497175141242,0.0508474576271186,0.1129943502824858,0.8870056497175142,3
1087,Eastern Pennsylvania CoC,PA-509,2020,2032.0,0.280511811023622,0.0846456692913385,0.6348425196850394,0.5516732283464567,0.4448818897637795,0.0019685039370078,0.0014763779527559,0.7263779527559056,0.2209645669291338,0.0019685039370078,0.0034448818897637,0.0029527559055118,0.0442913385826771,0.2042322834645669,0.7957677165354331,0
1088,Lancaster City & County CoC,PA-510,2020,461.0,0.1778741865509761,0.0954446854663774,0.7266811279826464,0.544468546637744,0.4533622559652928,0.0021691973969631,0.0,0.720173535791757,0.2364425162689804,0.0086767895878524,0.0021691973969631,0.0021691973969631,0.0303687635574837,0.2559652928416486,0.7440347071583514,2
1089,"Bristol, Bensalem/Bucks County CoC",PA-511,2020,333.0,0.3633633633633634,0.054054054054054,0.5825825825825826,0.4354354354354354,0.5585585585585585,0.006006006006006,0.0,0.5615615615615616,0.3783783783783784,0.012012012012012,0.0,0.003003003003003,0.045045045045045,0.1171171171171171,0.8828828828828829,0
1090,York City & County CoC,PA-512,2020,370.0,0.3324324324324324,0.0783783783783783,0.5891891891891892,0.5378378378378378,0.4540540540540541,0.0054054054054054,0.0027027027027027,0.5837837837837838,0.3432432432432432,0.0027027027027027,0.0027027027027027,0.0162162162162162,0.0513513513513513,0.3,0.7,0
1091,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",PA-600,2020,887.0,0.1984216459977452,0.0642615558060879,0.7373167981961668,0.608793686583991,0.3844419391206313,0.0067643742953776,0.0,0.3562570462232243,0.5456595264937993,0.0078917700112739,0.0033821871476888,0.0045095828635851,0.0822998872604284,0.0338218714768883,0.9661781285231116,1
1092,Western Pennsylvania CoC,PA-601,2020,754.0,0.2042440318302387,0.0968169761273209,0.6989389920424404,0.5994694960212201,0.3992042440318302,0.0013262599469496,0.0,0.7970822281167109,0.163129973474801,0.0039787798408488,0.006631299734748,0.0013262599469496,0.0278514588859416,0.0278514588859416,0.9721485411140584,3
1093,Beaver County CoC,PA-603,2020,101.0,0.4356435643564356,0.0396039603960396,0.5247524752475248,0.4455445544554455,0.5544554455445545,0.0,0.0,0.6831683168316832,0.2574257425742574,0.0495049504950495,0.0099009900990099,0.0,0.0,0.0,1.0,0
1094,Erie City & County CoC,PA-605,2020,348.0,0.1810344827586207,0.0545977011494252,0.764367816091954,0.6609195402298851,0.3390804597701149,0.0,0.0,0.5977011494252874,0.3362068965517241,0.0028735632183908,0.0114942528735632,0.0028735632183908,0.0488505747126436,0.1120689655172413,0.8879310344827587,4
1095,Puerto Rico Balance of Commonwealth CoC,PR-502,2020,1299.0,0.0615858352578906,0.0346420323325635,0.9037721324095458,0.7652040030792918,0.2347959969207082,0.0,0.0,0.4172440338722094,0.1855273287143957,0.0015396458814472,0.0084680523479599,0.0030792917628945,0.3841416474210931,0.9692070823710548,0.0307929176289453,2
1096,South-Southeast Puerto Rico CoC,PR-503,2020,1152.0,0.0260416666666666,0.0295138888888888,0.9444444444444444,0.8072916666666666,0.1840277777777778,0.0086805555555555,0.0,0.4314236111111111,0.1944444444444444,0.0008680555555555,0.0043402777777777,0.0017361111111111,0.3671875,0.9861111111111112,0.0138888888888888,2
1097,Rhode Island Statewide CoC,RI-500,2020,1104.0,0.2155797101449275,0.0434782608695652,0.7409420289855072,0.6041666666666666,0.3903985507246377,0.0045289855072463,0.0009057971014492,0.5942028985507246,0.2916666666666667,0.0054347826086956,0.0217391304347826,0.0054347826086956,0.0815217391304347,0.223731884057971,0.7762681159420289,4
1098,Charleston/Low Country CoC,SC-500,2020,433.0,0.0739030023094688,0.0323325635103926,0.8937644341801386,0.6997690531177829,0.3002309468822171,0.0,0.0,0.4387990762124711,0.4919168591224018,0.0023094688221709,0.0069284064665127,0.0023094688221709,0.0577367205542725,0.0369515011547344,0.9630484988452656,4
1099,"Greenville, Anderson, Spartanburg/Upstate CoC",SC-501,2020,1536.0,0.1263020833333333,0.0579427083333333,0.8157552083333334,0.6529947916666666,0.345703125,0.0006510416666666,0.0006510416666666,0.494140625,0.4401041666666667,0.0013020833333333,0.013671875,0.0013020833333333,0.0494791666666666,0.0364583333333333,0.9635416666666666,4
1100,Columbia/Midlands CoC,SC-502,2020,1140.0,0.1210526315789473,0.0771929824561403,0.8017543859649123,0.6429824561403509,0.3526315789473684,0.0026315789473684,0.0017543859649122,0.3043859649122807,0.6464912280701754,0.0061403508771929,0.0149122807017543,0.0,0.0280701754385964,0.0166666666666666,0.9833333333333332,1
1101,"Myrtle Beach, Sumter City & County CoC",SC-503,2020,1178.0,0.1307300509337861,0.0551782682512733,0.8140916808149405,0.5602716468590832,0.4380305602716469,0.0008488964346349,0.0008488964346349,0.50169779286927,0.4533106960950764,0.0016977928692699,0.0118845500848896,0.0025466893039049,0.0288624787775891,0.0203735144312393,0.9796264855687606,4
1102,South Dakota Statewide CoC,SD-500,2020,1058.0,0.2032136105860113,0.0784499054820415,0.718336483931947,0.5737240075614367,0.4234404536862003,0.0028355387523629,0.0,0.2504725897920605,0.0614366729678638,0.0018903591682419,0.6606805293005671,0.0,0.0255198487712665,0.0765595463137996,0.9234404536862004,0
1103,Chattanooga/Southeast Tennessee CoC,TN-500,2020,648.0,0.1759259259259259,0.0709876543209876,0.7530864197530864,0.6111111111111112,0.3842592592592592,0.0030864197530864,0.0015432098765432,0.6157407407407407,0.3225308641975308,0.0015432098765432,0.015432098765432,0.0,0.044753086419753,0.0555555555555555,0.9444444444444444,4
1104,Memphis/Shelby County CoC,TN-501,2020,1022.0,0.1741682974559686,0.0577299412915851,0.7681017612524462,0.7191780821917808,0.2798434442270058,0.0009784735812133,0.0,0.1545988258317025,0.8180039138943248,0.0019569471624266,0.0166340508806262,0.0029354207436399,0.0058708414872798,0.0078277886497064,0.9921722113502937,1
1105,Knoxville/Knox County CoC,TN-502,2020,745.0,0.0550335570469798,0.0711409395973154,0.8738255033557047,0.5422818791946309,0.4563758389261745,0.0013422818791946,0.0,0.7033557046979866,0.2429530201342281,0.0026845637583892,0.0026845637583892,0.0026845637583892,0.0456375838926174,0.0281879194630872,0.9718120805369128,3
1106,Central Tennessee CoC,TN-503,2020,517.0,0.2591876208897485,0.0793036750483558,0.6615087040618955,0.539651837524178,0.4564796905222437,0.0038684719535783,0.0,0.4893617021276595,0.4429400386847195,0.0019342359767891,0.0019342359767891,0.0077369439071566,0.0560928433268858,0.0406189555125725,0.9593810444874274,4
1107,Nashville-Davidson County CoC,TN-504,2020,2016.0,0.0729166666666666,0.0570436507936507,0.8700396825396826,0.7341269841269841,0.2619047619047619,0.0029761904761904,0.0009920634920634,0.5084325396825397,0.4499007936507936,0.0079365079365079,0.0109126984126984,0.0049603174603174,0.0178571428571428,0.0342261904761904,0.9657738095238096,4
1108,Upper Cumberland CoC,TN-506,2020,332.0,0.144578313253012,0.0512048192771084,0.8042168674698795,0.5391566265060241,0.4608433734939759,0.0,0.0,0.8765060240963856,0.0963855421686747,0.0090361445783132,0.0,0.0060240963855421,0.0120481927710843,0.0210843373493975,0.9789156626506024,3
1109,Jackson/West Tennessee CoC,TN-507,2020,861.0,0.2439024390243902,0.0278745644599303,0.7282229965156795,0.5807200929152149,0.4192799070847851,0.0,0.0,0.5586527293844367,0.3948896631823461,0.0,0.0,0.0011614401858304,0.0452961672473867,0.0046457607433217,0.9953542392566784,4
1110,Appalachian Regional CoC,TN-509,2020,386.0,0.1398963730569948,0.0233160621761658,0.8367875647668394,0.6528497409326425,0.3471502590673575,0.0,0.0,0.911917098445596,0.0673575129533678,0.0,0.0155440414507772,0.005181347150259,0.0,0.0103626943005181,0.9896373056994818,3
1111,Murfreesboro/Rutherford County CoC,TN-510,2020,322.0,0.0652173913043478,0.0496894409937888,0.8850931677018633,0.5683229813664596,0.4285714285714285,0.0031055900621118,0.0,0.7701863354037267,0.1987577639751552,0.0124223602484472,0.0031055900621118,0.0,0.015527950310559,0.031055900621118,0.968944099378882,3
1112,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,2020,407.0,0.1253071253071253,0.0417690417690417,0.8329238329238329,0.5626535626535627,0.4348894348894349,0.0024570024570024,0.0,0.8845208845208845,0.0614250614250614,0.0,0.0171990171990172,0.0147420147420147,0.0221130221130221,0.0196560196560196,0.9803439803439804,3
1113,San Antonio/Bexar County CoC,TX-500,2020,2932.0,0.1722373806275579,0.0630968622100955,0.7646657571623465,0.5954979536152797,0.40075034106412,0.0034106412005457,0.0003410641200545,0.7152114597544338,0.2435197817189631,0.0054570259208731,0.0115961800818553,0.0010231923601637,0.0231923601637107,0.4665757162346521,0.5334242837653479,2
1114,Austin/Travis County CoC,TX-503,2020,2506.0,0.1189146049481245,0.0710295291300878,0.8100558659217877,0.6743814844373504,0.319632881085395,0.0035913806863527,0.0023942537909018,0.6125299281723863,0.3359936153232242,0.0059856344772545,0.0083798882681564,0.0051875498802873,0.0319233838786911,0.2398244213886672,0.7601755786113328,4
1115,"Dallas City & County, Irving CoC",TX-600,2020,4471.0,0.1469469917244464,0.0536792663833594,0.7993737418921941,0.6530977409975397,0.3446656229031536,0.0017893088794453,0.0004473272198613,0.3672556475061507,0.57235517781257,0.0116305077163945,0.0111831804965332,0.0026839633191679,0.0348915231491836,0.1413554014761798,0.8586445985238201,1
1116,"Fort Worth, Arlington/Tarrant County CoC",TX-601,2020,2126.0,0.1707431796801505,0.0484477892756349,0.7808090310442145,0.6110065851364064,0.3871119473189087,0.0018814675446848,0.0,0.493414863593603,0.4717779868297272,0.0070555032925682,0.0112888052681091,0.0037629350893697,0.0126999059266227,0.1302916274694261,0.8697083725305739,4
1117,El Paso City & County CoC,TX-603,2020,843.0,0.1981020166073547,0.0450771055753262,0.7568208778173191,0.6037959667852907,0.3962040332147094,0.0,0.0,0.7924080664294187,0.1150652431791221,0.0047449584816132,0.0177935943060498,0.0047449584816132,0.0652431791221826,0.6453143534994069,0.3546856465005931,2
1118,Waco/McLennan County CoC,TX-604,2020,234.0,0.2606837606837607,0.0641025641025641,0.6752136752136753,0.5726495726495726,0.4230769230769231,0.0042735042735042,0.0,0.5683760683760684,0.376068376068376,0.0,0.0085470085470085,0.0,0.047008547008547,0.2478632478632478,0.7521367521367521,0
1119,Texas Balance of State CoC,TX-607,2020,9198.0,0.1399217221135029,0.0647966949336812,0.7952815829528158,0.6210045662100456,0.3761687323331159,0.002065666449228,0.0007610350076103,0.6969993476842792,0.2494020439225918,0.0083713850837138,0.0165253315938247,0.0035877364644487,0.0251141552511415,0.358012611437269,0.6419873885627311,2
1120,Amarillo CoC,TX-611,2020,600.0,0.1416666666666666,0.0616666666666666,0.7966666666666666,0.5883333333333334,0.4066666666666667,0.0,0.005,0.75,0.1366666666666666,0.0083333333333333,0.005,0.0033333333333333,0.0966666666666666,0.25,0.75,3
1121,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,2020,236.0,0.1822033898305084,0.0720338983050847,0.7457627118644068,0.6016949152542372,0.3983050847457627,0.0,0.0,0.6822033898305084,0.2542372881355932,0.0042372881355932,0.0084745762711864,0.0084745762711864,0.0423728813559322,0.173728813559322,0.826271186440678,3
1122,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,2020,3974.0,0.1424257674886763,0.0621540010065425,0.795420231504781,0.6263210870659285,0.3706592853548062,0.0025163563160543,0.0005032712632108,0.3958228485153497,0.5581278309008556,0.0052843482637141,0.0103170608958228,0.0030196275792652,0.0274282838449924,0.1414192249622546,0.8585807750377453,1
1123,"Bryan, College Station/Brazos Valley CoC",TX-701,2020,109.0,0.146788990825688,0.0642201834862385,0.7889908256880734,0.6697247706422018,0.3302752293577982,0.0,0.0,0.5412844036697247,0.4036697247706422,0.0,0.018348623853211,0.0,0.036697247706422,0.1743119266055046,0.8256880733944955,4
1124,Salt Lake City & County CoC,UT-500,2020,1958.0,0.1976506639427988,0.0837589376915219,0.7185903983656793,0.6036772216547498,0.3896833503575077,0.0061287027579162,0.0005107252298263,0.7129724208375894,0.128702757916241,0.0132788559754851,0.0505617977528089,0.0280898876404494,0.0663942798774259,0.2676200204290092,0.7323799795709908,2
1125,Utah Balance of State CoC,UT-503,2020,1006.0,0.2196819085487077,0.0646123260437375,0.7157057654075547,0.5745526838966203,0.4224652087475149,0.0009940357852882,0.0019880715705765,0.8210735586481114,0.0705765407554672,0.0099403578528827,0.0536779324055666,0.0029821073558648,0.0417495029821073,0.209741550695825,0.790258449304175,3
1126,Provo/Mountainland CoC,UT-504,2020,167.0,0.1616766467065868,0.059880239520958,0.7784431137724551,0.6167664670658682,0.3712574850299401,0.0059880239520958,0.0059880239520958,0.8682634730538922,0.0538922155688622,0.0,0.0538922155688622,0.0,0.0239520958083832,0.2035928143712574,0.7964071856287425,3
1127,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,2020,546.0,0.1263736263736263,0.0384615384615384,0.8351648351648352,0.6941391941391941,0.3058608058608059,0.0,0.0,0.2362637362637362,0.6996336996336996,0.0036630036630036,0.0146520146520146,0.0018315018315018,0.0439560439560439,0.0347985347985348,0.9652014652014652,1
1128,"Norfolk, Chesapeake, Suffolk/Isle of Wight, Southampton Counties CoC",VA-501,2020,709.0,0.1636107193229901,0.0535966149506347,0.7827926657263752,0.6685472496473907,0.3314527503526093,0.0,0.0,0.1791255289139633,0.7771509167842031,0.005641748942172,0.007052186177715,0.001410437235543,0.0296191819464033,0.0409026798307475,0.9590973201692524,1
1129,"Roanoke City & County, Salem CoC",VA-502,2020,276.0,0.1340579710144927,0.0579710144927536,0.8079710144927537,0.6304347826086957,0.3623188405797101,0.0036231884057971,0.0036231884057971,0.5760869565217391,0.3405797101449275,0.0,0.0144927536231884,0.0,0.0688405797101449,0.036231884057971,0.9637681159420288,4
1130,Virginia Beach CoC,VA-503,2020,319.0,0.2006269592476489,0.0501567398119122,0.7492163009404389,0.5768025078369906,0.4231974921630094,0.0,0.0,0.457680250783699,0.4608150470219436,0.0031347962382445,0.0094043887147335,0.0,0.0689655172413793,0.0658307210031347,0.9341692789968652,4
1131,Charlottesville CoC,VA-504,2020,188.0,0.1117021276595744,0.026595744680851,0.8617021276595744,0.6276595744680851,0.3670212765957447,0.0053191489361702,0.0,0.5797872340425532,0.3563829787234042,0.0053191489361702,0.0159574468085106,0.0,0.0425531914893617,0.0212765957446808,0.9787234042553192,4
1132,"Newport News, Hampton/Virginia Peninsula CoC",VA-505,2020,425.0,0.2023529411764706,0.0564705882352941,0.7411764705882353,0.6329411764705882,0.3670588235294117,0.0,0.0,0.2894117647058823,0.6329411764705882,0.0047058823529411,0.028235294117647,0.0047058823529411,0.04,0.0894117647058823,0.9105882352941176,1
