CoC Number,under18,between,over24
PA-510,0.3601694915254237,0.0635593220338983,0.576271186440678
PA-511,0.2903981264637002,0.0468384074941452,0.6627634660421545
PA-512,0.3268156424581006,0.08100558659217877,0.5921787709497207
PA-600,0.19886363636363635,0.05227272727272727,0.7488636363636364
PA-601,0.254421768707483,0.08707482993197278,0.6585034013605442
PA-603,0.4174757281553398,0.10679611650485436,0.47572815533980584
PA-605,0.14093959731543623,0.0738255033557047,0.785234899328859
PR-502,0.07407407407407407,0.030214424951267055,0.8957115009746589
PR-503,0.030277544154751892,0.04709840201850295,0.9226240538267452
RI-500,0.2010145846544071,0.06404565630944832,0.7349397590361446
SC-500,0.17901234567901234,0.05246913580246913,0.7685185185185185
SC-501,0.11322248614410134,0.05779889152810768,0.828978622327791
SC-502,0.13272543059777103,0.08105369807497467,0.7862208713272543
SC-503,0.20019342359767892,0.07833655705996131,0.7214700193423598
SD-500,0.20230381569474443,0.06911447084233262,0.728581713462923
TN-500,0.1303066037735849,0.05660377358490566,0.8130896226415094
TN-501,0.16777251184834124,0.05023696682464455,0.7819905213270142
TN-502,0.12903225806451613,0.0831918505942275,0.7877758913412564
TN-503,0.1834625322997416,0.041343669250646,0.7751937984496124
TN-504,0.07724425887265135,0.049582463465553235,0.8731732776617954
TN-506,0.22251308900523561,0.049738219895287955,0.7277486910994765
TN-507,0.17991169977924945,0.0728476821192053,0.7472406181015453
TN-509,0.1096938775510204,0.06377551020408163,0.826530612244898
TN-510,0.16442048517520216,0.05929919137466307,0.7762803234501348
TN-512,0.20068027210884354,0.07312925170068027,0.7261904761904762
TX-500,0.1378964941569282,0.05208681135225376,0.810016694490818
TX-503,0.21539436173582516,0.08425720620842572,0.7003484320557491
TX-600,0.1235827664399093,0.044897959183673466,0.8315192743764173
TX-601,0.18558558558558558,0.04084084084084084,0.7735735735735736
TX-603,0.25,0.07416267942583732,0.6758373205741627
TX-604,0.2564102564102564,0.046153846153846156,0.6974358974358974
TX-607,0.15707400056705415,0.07853700028352707,0.7643889991494188
TX-611,0.17397881996974282,0.037821482602118005,0.7881996974281392
TX-624,0.08032128514056225,0.07630522088353414,0.8433734939759037
TX-700,0.10627400768245839,0.045134443021766966,0.8485915492957746
TX-701,0.11627906976744186,0.11627906976744186,0.7674418604651163
UT-500,0.1909307875894988,0.07016706443914081,0.7389021479713603
UT-503,0.19656019656019655,0.06715806715806716,0.7362817362817363
UT-504,0.23651452282157676,0.024896265560165973,0.7385892116182573
VA-500,0.2065997130559541,0.09612625538020086,0.697274031563845
VA-501,0.13685636856368563,0.03929539295392954,0.8238482384823849
VA-502,0.09259259259259259,0.046296296296296294,0.8611111111111112
VA-503,0.26136363636363635,0.0625,0.6761363636363636
VA-504,0.07518796992481203,0.02631578947368421,0.8984962406015038
VA-505,0.20763723150357996,0.06205250596658711,0.7303102625298329
VA-507,0.35,0.03333333333333333,0.6166666666666667
VA-508,0.11904761904761904,0.10714285714285714,0.7738095238095238
VA-513,0.1807511737089202,0.0539906103286385,0.7652582159624414
VA-514,0.25691699604743085,0.08300395256916997,0.6600790513833992
VA-521,0.25155555555555553,0.064,0.6844444444444444
VA-600,0.15934065934065933,0.06043956043956044,0.7802197802197802
VA-601,0.2795969773299748,0.0764063811922754,0.6439966414777498
VA-602,0.2222222222222222,0.06060606060606061,0.7171717171717171
VA-603,0.225,0.025,0.75
VA-604,0.27385892116182575,0.04979253112033195,0.6763485477178424
VI-500,0.005714285714285714,0.005714285714285714,0.9885714285714285
VT-500,0.18986742424242425,0.08901515151515152,0.7211174242424242
VT-501,0.11976047904191617,0.04940119760479042,0.8308383233532934
WA-500,0.1692848593656493,0.06358467983243567,0.767130460801915
WA-501,0.16860266484455075,0.0746498120942945,0.7567475230611548
WA-502,0.10358565737051793,0.07398975526465566,0.8224245873648264
WA-503,0.10804970286331712,0.05348460291734198,0.8384656942193409
WA-504,0.15371621621621623,0.059966216216216214,0.7863175675675675
WA-508,0.1921470342522974,0.061821219715956555,0.746031746031746
WI-500,0.2866513611020007,0.06231551328304362,0.6510331256149557
WI-501,0.20432692307692307,0.0733173076923077,0.7223557692307693
WI-502,0.27461139896373055,0.05699481865284974,0.6683937823834197
WI-503,0.18687589158345222,0.06990014265335236,0.7432239657631954
WV-500,0.02459016393442623,0.16393442622950818,0.8114754098360656
WV-501,0.05106382978723404,0.07659574468085106,0.8723404255319149
WV-503,0.09395973154362416,0.06375838926174497,0.8422818791946308
WV-508,0.06527777777777778,0.10277777777777777,0.8319444444444445
WY-500,0.16358024691358025,0.12191358024691358,0.7145061728395061
