CoC Name,CoC Number,Year,Overall Homeless,Overall Homeless - Under 18,Overall Homeless - Age 18 to 24,Overall Homeless - Over 24,Overall Homeless - Male,Overall Homeless - Female,Overall Homeless - Transgender,Overall Homeless - Nonbinary Gender,Overall Homeless - White,Overall Homeless - Black or African American,Overall Homeless - Asian or Asian American,Overall Homeless - American Indian or Alaska Native,Overall Homeless - Native Hawaiian or Other Pacific Islander,Overall Homeless - Multiple Races,Overall Homeless - Hispanic/Latino,Overall Homeless - Non-Hispanic/Non-Latino,Label
"Pensacola/Escambia, Santa Rosa Counties CoC",FL-511,2022,727.0,0.0288858321870701,0.0275103163686382,0.9436038514442916,0.7482806052269602,0.2462173314993122,0.0027510316368638,0.0027510316368638,0.6162310866574966,0.343878954607978,0.0,0.0082530949105914,0.0096286107290233,0.0220082530949105,0.0412654745529573,0.9587345254470426,3
St. Johns County CoC,FL-512,2022,349.0,0.0716332378223495,0.0487106017191977,0.8796561604584527,0.6074498567335244,0.3925501432664756,0.0,0.0,0.8624641833810889,0.0773638968481375,0.0114613180515759,0.0257879656160458,0.0114613180515759,0.0114613180515759,0.0143266475644699,0.98567335243553,1
"Palm Bay, Melbourne/Brevard County CoC",FL-513,2022,916.0,0.1430131004366812,0.0327510917030567,0.824235807860262,0.7139737991266376,0.2849344978165939,0.0010917030567685,0.0,0.7205240174672489,0.2576419213973799,0.0010917030567685,0.0087336244541484,0.0043668122270742,0.0076419213973799,0.0982532751091703,0.9017467248908296,1
Ocala/Marion County CoC,FL-514,2022,455.0,0.189010989010989,0.0329670329670329,0.778021978021978,0.643956043956044,0.356043956043956,0.0,0.0,0.6725274725274726,0.2857142857142857,0.0,0.0043956043956043,0.0,0.0373626373626373,0.0989010989010989,0.9010989010989012,3
"Panama City/Bay, Jackson Counties CoC",FL-515,2022,378.0,0.0714285714285714,0.0555555555555555,0.873015873015873,0.6190476190476191,0.3677248677248677,0.0105820105820105,0.0026455026455026,0.6693121693121693,0.2777777777777778,0.0,0.0343915343915343,0.0,0.0185185185185185,0.0476190476190476,0.9523809523809524,1
"Hendry, Hardee, Highlands Counties CoC",FL-517,2022,650.0,0.0615384615384615,0.0,0.9384615384615383,0.7076923076923077,0.2923076923076923,0.0,0.0,0.5153846153846153,0.4846153846153846,0.0,0.0,0.0,0.0,0.3769230769230769,0.6230769230769231,2
"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",FL-518,2022,488.0,0.2090163934426229,0.0430327868852459,0.7479508196721312,0.5983606557377049,0.3975409836065574,0.0,0.0,0.5532786885245902,0.4118852459016393,0.0,0.0081967213114754,0.0,0.026639344262295,0.0491803278688524,0.9508196721311476,3
Pasco County CoC,FL-519,2022,589.0,0.1426146010186757,0.0475382003395585,0.8098471986417657,0.597623089983022,0.4023769100169779,0.0,0.0,0.8234295415959253,0.0730050933786078,0.0033955857385398,0.0101867572156196,0.0016977928692699,0.0882852292020373,0.1256366723259762,0.8743633276740238,1
"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,2022,745.0,0.2040268456375839,0.0778523489932885,0.7181208053691275,0.5691275167785235,0.4308724832214765,0.0,0.0,0.7342281879194631,0.2281879194630872,0.0040268456375838,0.0067114093959731,0.0026845637583892,0.0241610738255033,0.0939597315436241,0.906040268456376,1
Miami-Dade County CoC,FL-600,2022,3276.0,0.2042124542124542,0.057997557997558,0.7377899877899878,0.6187423687423688,0.376068376068376,0.003052503052503,0.0003052503052503,0.4691697191697191,0.5061050061050061,0.0036630036630036,0.0021367521367521,0.0018315018315018,0.017094017094017,0.4365079365079365,0.5634920634920635,2
Ft Lauderdale/Broward County CoC,FL-601,2022,2054.0,0.1226874391431353,0.0326192794547224,0.8446932814021422,0.6820837390457644,0.3169425511197663,0.0009737098344693,0.0,0.3047711781888997,0.6703992210321325,0.0038948393378773,0.0043816942551119,0.0038948393378773,0.0126582278481012,0.1222005842259006,0.8777994157740994,0
Punta Gorda/Charlotte County CoC,FL-602,2022,148.0,0.1689189189189189,0.0743243243243243,0.7567567567567568,0.6756756756756757,0.3243243243243243,0.0,0.0,0.8783783783783784,0.1081081081081081,0.0067567567567567,0.0,0.0,0.0067567567567567,0.1216216216216216,0.8783783783783784,1
"Ft Myers, Cape Coral/Lee County CoC",FL-603,2022,560.0,0.175,0.0571428571428571,0.7678571428571429,0.6089285714285714,0.3910714285714285,0.0,0.0,0.6946428571428571,0.2714285714285714,0.0,0.0125,0.0,0.0214285714285714,0.1875,0.8125,1
Monroe County CoC,FL-604,2022,526.0,0.0836501901140684,0.0247148288973384,0.8916349809885932,0.7490494296577946,0.247148288973384,0.0019011406844106,0.0019011406844106,0.8726235741444867,0.1026615969581749,0.0019011406844106,0.0095057034220532,0.0019011406844106,0.0114068441064638,0.182509505703422,0.8174904942965779,1
West Palm Beach/Palm Beach County CoC,FL-605,2022,1404.0,0.1246438746438746,0.0819088319088319,0.7934472934472935,0.6645299145299145,0.3319088319088319,0.0028490028490028,0.0007122507122507,0.4287749287749288,0.5277777777777778,0.0085470085470085,0.0142450142450142,0.0049857549857549,0.0156695156695156,0.1082621082621082,0.8917378917378918,0
Naples/Collier County CoC,FL-606,2022,462.0,0.2251082251082251,0.0432900432900432,0.7316017316017316,0.5822510822510822,0.4134199134199134,0.0,0.0043290043290043,0.6883116883116883,0.1883116883116883,0.0108225108225108,0.0108225108225108,0.0714285714285714,0.0303030303030303,0.3311688311688311,0.6688311688311688,2
Atlanta CoC,GA-500,2022,2017.0,0.0808130887456618,0.0654437283093703,0.8537431829449678,0.7605354486861676,0.2315319781854239,0.0039662865642042,0.0039662865642042,0.1145265245413981,0.8458106098165592,0.008428358948934,0.0059494298463063,0.0014873574615765,0.0237977193852255,0.0386712940009915,0.9613287059990084,0
Georgia Balance of State CoC,GA-501,2022,5856.0,0.1734972677595628,0.0536202185792349,0.7728825136612022,0.556181693989071,0.438353825136612,0.0010245901639344,0.0030737704918032,0.5433743169398907,0.4246926229508196,0.0029030054644808,0.002561475409836,0.0011953551912568,0.0252732240437158,0.0744535519125683,0.9255464480874316,3
Fulton County CoC,GA-502,2022,273.0,0.2600732600732601,0.0549450549450549,0.684981684981685,0.4688644688644688,0.5311355311355311,0.0,0.0,0.1025641025641025,0.7948717948717948,0.0,0.0036630036630036,0.0036630036630036,0.0952380952380952,0.0586080586080586,0.9413919413919414,0
Athens-Clarke County CoC,GA-503,2022,283.0,0.2084805653710247,0.0812720848056537,0.7102473498233216,0.5159010600706714,0.4805653710247349,0.0035335689045936,0.0,0.4134275618374558,0.5371024734982333,0.0035335689045936,0.0106007067137809,0.0,0.0353356890459364,0.0565371024734982,0.9434628975265018,0
Augusta-Richmond County CoC,GA-504,2022,549.0,0.1092896174863388,0.052823315118397,0.8378870673952641,0.7176684881602914,0.2805100182149362,0.0,0.0018214936247723,0.3533697632058288,0.6338797814207651,0.0018214936247723,0.0036429872495446,0.0018214936247723,0.0054644808743169,0.0127504553734061,0.9872495446265938,0
Columbus-Muscogee CoC,GA-505,2022,243.0,0.0329218106995884,0.0452674897119341,0.9218106995884774,0.522633744855967,0.4773662551440329,0.0,0.0,0.551440329218107,0.4032921810699588,0.0041152263374485,0.0041152263374485,0.0082304526748971,0.0288065843621399,0.0205761316872428,0.9794238683127572,3
Marietta/Cobb County CoC,GA-506,2022,380.0,0.2447368421052631,0.0447368421052631,0.7105263157894737,0.5368421052631579,0.4605263157894737,0.0026315789473684,0.0,0.3342105263157894,0.6236842105263158,0.0,0.0105263157894736,0.0052631578947368,0.0263157894736842,0.0368421052631578,0.963157894736842,0
Savannah/Chatham County CoC,GA-507,2022,523.0,0.260038240917782,0.0630975143403441,0.6768642447418738,0.6998087954110899,0.3001912045889101,0.0,0.0,0.3804971319311663,0.5889101338432122,0.0019120458891013,0.0076481835564053,0.0076481835564053,0.0133843212237093,0.0210325047801147,0.9789674952198852,0
DeKalb County CoC,GA-508,2022,565.0,0.3168141592920354,0.0743362831858407,0.6088495575221239,0.5097345132743363,0.4884955752212389,0.0,0.0017699115044247,0.0884955752212389,0.8814159292035398,0.0106194690265486,0.0053097345132743,0.0035398230088495,0.0106194690265486,0.0584070796460177,0.9415929203539825,0
Guam CoC,GU-500,2022,1087.0,0.3440662373505059,0.1048758049678012,0.5510579576816927,0.5344986200551978,0.4645814167433302,0.0009199632014719,0.0,0.0128794848206071,0.0009199632014719,0.0248390064397424,0.0,0.9328426862925484,0.0285188592456301,0.0202391904323827,0.9797608095676172,3
Hawaii Balance of State CoC,HI-500,2022,2022.0,0.1582591493570722,0.0479723046488625,0.7937685459940653,0.5806132542037586,0.4159248269040554,0.0024727992087042,0.0004945598417408,0.2858555885262117,0.0291790306627101,0.0623145400593471,0.0168150346191889,0.304648862512364,0.301186943620178,0.142433234421365,0.857566765578635,3
Honolulu City and County CoC,HI-501,2022,3945.0,0.1381495564005069,0.0527249683143219,0.8091254752851711,0.6215462610899873,0.3675538656527249,0.0091254752851711,0.0017743979721166,0.1896070975918884,0.0425855513307984,0.1062103929024081,0.0068441064638783,0.4114068441064639,0.2433460076045627,0.1191381495564005,0.8808618504435995,3
"Sioux City/Dakota, Woodbury Counties CoC",IA-500,2022,212.0,0.1839622641509433,0.0188679245283018,0.7971698113207547,0.6886792452830188,0.3018867924528302,0.0094339622641509,0.0,0.5,0.2028301886792453,0.0094339622641509,0.2311320754716981,0.0094339622641509,0.0471698113207547,0.1556603773584905,0.8443396226415094,3
Iowa Balance of State CoC,IA-501,2022,1601.0,0.2392254840724547,0.0749531542785758,0.6858213616489693,0.5627732667083073,0.4303560274828232,0.0018738288569643,0.0037476577139287,0.6608369768894441,0.2317301686445971,0.0181136789506558,0.0193628981886321,0.0024984384759525,0.0674578388507183,0.1005621486570893,0.8994378513429107,3
Des Moines/Polk County CoC,IA-502,2022,606.0,0.1039603960396039,0.0676567656765676,0.8283828382838284,0.7013201320132013,0.2937293729372937,0.0033003300330033,0.0,0.7095709570957096,0.1947194719471947,0.0247524752475247,0.0082508250825082,0.0066006600660066,0.0561056105610561,0.0808580858085808,0.9191419141914192,1
Boise/Ada County CoC,ID-500,2022,620.0,0.0903225806451612,0.0467741935483871,0.8629032258064516,0.7096774193548387,0.282258064516129,0.0048387096774193,0.0032258064516129,0.885483870967742,0.0596774193548387,0.0048387096774193,0.0161290322580645,0.0064516129032258,0.0274193548387096,0.1032258064516129,0.896774193548387,1
Idaho Balance of State CoC,ID-501,2022,1378.0,0.2924528301886792,0.0747460087082728,0.6328011611030478,0.4956458635703918,0.502177068214804,0.002177068214804,0.0,0.8468795355587808,0.0072568940493468,0.0050798258345428,0.0820029027576197,0.011611030478955,0.0471698113207547,0.2198838896952104,0.7801161103047896,1
McHenry County CoC,IL-500,2022,92.0,0.1413043478260869,0.108695652173913,0.75,0.5760869565217391,0.4130434782608695,0.0108695652173913,0.0,0.9130434782608696,0.0217391304347826,0.0,0.0,0.0,0.0652173913043478,0.0,1.0,1
"Rockford/DeKalb, Winnebago, Boone Counties CoC",IL-501,2022,406.0,0.2413793103448276,0.1034482758620689,0.6551724137931034,0.5320197044334976,0.4679802955665024,0.0,0.0,0.3916256157635468,0.5591133004926109,0.0049261083743842,0.0,0.0,0.0443349753694581,0.1009852216748768,0.8990147783251231,0
"Waukegan, North Chicago/Lake County CoC",IL-502,2022,431.0,0.3201856148491879,0.0812064965197215,0.5986078886310905,0.4895591647331787,0.5034802784222738,0.0,0.0023201856148491,0.3573085846867749,0.5823665893271461,0.0023201856148491,0.0069605568445475,0.0,0.0510440835266821,0.1809744779582366,0.8190255220417634,0
"Champaign, Urbana, Rantoul/Champaign County CoC",IL-503,2022,137.0,0.2481751824817518,0.1751824817518248,0.5766423357664233,0.6131386861313869,0.3868613138686131,0.0,0.0,0.3941605839416058,0.5547445255474452,0.0,0.0072992700729927,0.0,0.0437956204379562,0.0802919708029197,0.9197080291970804,0
Madison County CoC,IL-504,2022,96.0,0.2916666666666667,0.0208333333333333,0.6875,0.5208333333333334,0.4791666666666667,0.0,0.0,0.5104166666666666,0.4270833333333333,0.0,0.0104166666666666,0.0104166666666666,0.0416666666666666,0.0416666666666666,0.9583333333333334,3
"Joliet, Bolingbrook/Will County CoC",IL-506,2022,219.0,0.2100456621004566,0.0639269406392694,0.726027397260274,0.5753424657534246,0.4246575342465753,0.0,0.0,0.547945205479452,0.410958904109589,0.0228310502283105,0.0045662100456621,0.0,0.0136986301369863,0.136986301369863,0.863013698630137,3
"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",IL-507,2022,337.0,0.1572700296735905,0.0474777448071216,0.7952522255192879,0.6083086053412463,0.3887240356083086,0.0,0.0029673590504451,0.6706231454005934,0.3056379821958457,0.0029673590504451,0.0,0.0029673590504451,0.0178041543026706,0.0741839762611275,0.9258160237388724,3
"East St. Louis, Belleville/St. Clair County CoC",IL-508,2022,197.0,0.1979695431472081,0.0964467005076142,0.7055837563451777,0.5482233502538071,0.4517766497461929,0.0,0.0,0.2639593908629442,0.7106598984771574,0.0,0.0,0.0,0.0253807106598984,0.0355329949238578,0.964467005076142,0
Chicago CoC,IL-510,2022,3875.0,0.1615483870967742,0.0846451612903225,0.7538064516129033,0.671741935483871,0.3207741935483871,0.0054193548387096,0.0018064516129032,0.1950967741935484,0.7589677419354839,0.008258064516129,0.0103225806451612,0.0028387096774193,0.024516129032258,0.1138064516129032,0.8861935483870967,0
Cook County CoC,IL-511,2022,1096.0,0.2928832116788321,0.1067518248175182,0.6003649635036497,0.5401459854014599,0.4543795620437956,0.0027372262773722,0.000912408759124,0.3740875912408759,0.5593065693430657,0.0072992700729927,0.0045620437956204,0.0054744525547445,0.0492700729927007,0.1514598540145985,0.8485401459854015,0
Bloomington/Central Illinois CoC,IL-512,2022,241.0,0.1701244813278008,0.1576763485477178,0.6721991701244814,0.5767634854771784,0.4066390041493776,0.0082987551867219,0.0082987551867219,0.4688796680497925,0.4937759336099585,0.0,0.0041493775933609,0.0041493775933609,0.0290456431535269,0.0705394190871369,0.9294605809128632,3
Springfield/Sangamon County CoC,IL-513,2022,264.0,0.1893939393939394,0.125,0.6856060606060606,0.5757575757575758,0.4128787878787879,0.0113636363636363,0.0,0.4015151515151515,0.5265151515151515,0.0037878787878787,0.0227272727272727,0.0,0.0454545454545454,0.0378787878787878,0.9621212121212122,0
DuPage County CoC,IL-514,2022,555.0,0.3495495495495495,0.1711711711711711,0.4792792792792792,0.4720720720720721,0.5117117117117117,0.009009009009009,0.0072072072072072,0.4252252252252252,0.4936936936936937,0.0108108108108108,0.0018018018018018,0.0018018018018018,0.0666666666666666,0.1585585585585585,0.8414414414414414,3
South Central Illinois CoC,IL-515,2022,157.0,0.2101910828025477,0.0891719745222929,0.7006369426751592,0.4840764331210191,0.5095541401273885,0.0063694267515923,0.0,0.9363057324840764,0.0509554140127388,0.0,0.0,0.0,0.0127388535031847,0.0254777070063694,0.9745222929936306,1
Decatur/Macon County CoC,IL-516,2022,93.0,0.1290322580645161,0.032258064516129,0.8387096774193549,0.7096774193548387,0.2795698924731182,0.010752688172043,0.0,0.5698924731182796,0.4193548387096774,0.0,0.0,0.0,0.010752688172043,0.053763440860215,0.946236559139785,3
"Aurora, Elgin/Kane County CoC",IL-517,2022,391.0,0.1253196930946291,0.0767263427109974,0.7979539641943734,0.659846547314578,0.3375959079283887,0.0,0.0025575447570332,0.6010230179028133,0.3043478260869565,0.0204603580562659,0.0127877237851662,0.0,0.0613810741687979,0.3120204603580562,0.6879795396419437,2
"Rock Island, Moline/Northwestern Illinois CoC",IL-518,2022,280.0,0.0892857142857142,0.175,0.7357142857142858,0.5678571428571428,0.4321428571428571,0.0,0.0,0.55,0.4107142857142857,0.0035714285714285,0.0,0.0035714285714285,0.0321428571428571,0.0714285714285714,0.9285714285714286,3
West Central Illinois CoC,IL-519,2022,97.0,0.3608247422680412,0.1649484536082474,0.4742268041237113,0.4948453608247423,0.5051546391752577,0.0,0.0,0.5773195876288659,0.3298969072164948,0.0412371134020618,0.0,0.0,0.0515463917525773,0.0206185567010309,0.979381443298969,3
Southern Illinois CoC,IL-520,2022,248.0,0.2701612903225806,0.0483870967741935,0.6814516129032258,0.5040322580645161,0.4959677419354839,0.0,0.0,0.7258064516129032,0.2419354838709677,0.0,0.0040322580645161,0.0,0.0282258064516129,0.0282258064516129,0.9717741935483872,1
Indiana Balance of State CoC,IN-502,2022,3688.0,0.1889913232104121,0.0588394793926247,0.7521691973969631,0.5745661605206074,0.419468546637744,0.0032537960954446,0.0024403470715835,0.7074295010845987,0.2353579175704989,0.0051518438177874,0.0113882863340564,0.0054229934924078,0.0352494577006507,0.054229934924078,0.945770065075922,1
Indianapolis CoC,IN-503,2022,1761.0,0.1788756388415673,0.067007382169222,0.7541169789892107,0.6218057921635435,0.3747870528109029,0.0011357183418512,0.0022714366837024,0.3725156161272004,0.5644520159000568,0.0102214650766609,0.0102214650766609,0.0051107325383304,0.0374787052810902,0.0420215786484951,0.9579784213515048,0
Wichita/Sedgwick County CoC,KS-502,2022,690.0,0.1594202898550724,0.0681159420289855,0.7724637681159421,0.6797101449275362,0.3130434782608696,0.0028985507246376,0.0028985507246376,0.5884057971014492,0.2550724637681159,0.0072463768115942,0.0333333333333333,0.008695652173913,0.1072463768115942,0.1144927536231884,0.8855072463768116,3
Topeka/Shawnee County CoC,KS-503,2022,365.0,0.1095890410958904,0.0520547945205479,0.8383561643835616,0.6410958904109589,0.3589041095890411,0.0,0.0,0.7205479452054795,0.1945205479452054,0.0027397260273972,0.0410958904109589,0.0082191780821917,0.0328767123287671,0.0794520547945205,0.9205479452054794,1
"Overland Park, Shawnee/Johnson County CoC",KS-505,2022,212.0,0.2877358490566037,0.0990566037735849,0.6132075471698113,0.5283018867924528,0.4528301886792453,0.0,0.0188679245283018,0.6179245283018868,0.2264150943396226,0.0141509433962264,0.0188679245283018,0.0,0.1226415094339622,0.0896226415094339,0.910377358490566,3
Kansas Balance of State CoC,KS-507,2022,929.0,0.1582346609257265,0.0688912809472551,0.7728740581270183,0.5080731969860065,0.4790096878363832,0.007534983853606,0.0043057050592034,0.7244348762109796,0.1420882669537136,0.0010764262648008,0.0322927879440258,0.0021528525296017,0.0979547900968783,0.1205597416576964,0.8794402583423035,1
Kentucky Balance of State CoC,KY-500,2022,2189.0,0.1658291457286432,0.0740063956144358,0.760164458656921,0.5765189584285062,0.4207400639561444,0.0009136592051164,0.0009136592051164,0.8501598903608953,0.1160347190497944,0.0018273184102329,0.0036546368204659,0.0068524440383736,0.0214709913202375,0.0301507537688442,0.9698492462311558,1
Louisville-Jefferson County CoC,KY-501,2022,1080.0,0.1564814814814814,0.0787037037037037,0.7648148148148148,0.6259259259259259,0.3657407407407407,0.0064814814814814,0.0018518518518518,0.4916666666666666,0.4351851851851852,0.0046296296296296,0.0083333333333333,0.0027777777777777,0.0574074074074074,0.0583333333333333,0.9416666666666668,3
Lexington-Fayette County CoC,KY-502,2022,715.0,0.1062937062937063,0.0447552447552447,0.848951048951049,0.6587412587412588,0.3342657342657342,0.0055944055944055,0.0013986013986013,0.6923076923076923,0.2447552447552447,0.0013986013986013,0.0153846153846153,0.0,0.0461538461538461,0.0559440559440559,0.944055944055944,1
Lafayette/Acadiana CoC,LA-500,2022,351.0,0.2849002849002849,0.0598290598290598,0.6552706552706553,0.5584045584045584,0.433048433048433,0.0028490028490028,0.0056980056980056,0.3732193732193732,0.5413105413105413,0.0056980056980056,0.0056980056980056,0.0028490028490028,0.0712250712250712,0.0541310541310541,0.945868945868946,0
"Shreveport, Bossier/Northwest Louisiana CoC",LA-502,2022,255.0,0.1176470588235294,0.0470588235294117,0.8352941176470589,0.6941176470588235,0.3019607843137254,0.0039215686274509,0.0,0.4588235294117647,0.5058823529411764,0.0,0.0,0.0039215686274509,0.0313725490196078,0.0470588235294117,0.9529411764705882,3
New Orleans/Jefferson Parish CoC,LA-503,2022,1214.0,0.0617792421746293,0.0848434925864909,0.8533772652388797,0.7240527182866557,0.2652388797364086,0.0049423393739703,0.0049423393739703,0.3599670510708402,0.6128500823723229,0.0090609555189456,0.0140032948929159,0.0041186161449752,0.0,0.0354200988467874,0.9645799011532126,0
Monroe/Northeast Louisiana CoC,LA-505,2022,136.0,0.3308823529411764,0.0514705882352941,0.6176470588235294,0.5661764705882353,0.4338235294117647,0.0,0.0,0.3088235294117647,0.6176470588235294,0.0,0.0,0.0,0.0735294117647058,0.0735294117647058,0.9264705882352942,0
Slidell/Southeast Louisiana CoC,LA-506,2022,611.0,0.3698854337152209,0.0163666121112929,0.613747954173486,0.497545008183306,0.502454991816694,0.0,0.0,0.292962356792144,0.7004909983633388,0.0016366612111292,0.0016366612111292,0.0,0.0032733224222585,0.0049099836333878,0.995090016366612,0
Alexandria/Central Louisiana CoC,LA-507,2022,75.0,0.2666666666666666,0.1066666666666666,0.6266666666666667,0.5466666666666666,0.4266666666666667,0.0,0.0,0.2933333333333333,0.6666666666666666,0.0,0.0,0.0,0.04,0.0133333333333333,0.9866666666666668,0
Louisiana Balance of State CoC,LA-509,2022,4731.0,0.373282604100613,0.0105685901500739,0.6161488057493131,0.5220883534136547,0.4753751849503276,0.0010568590150073,0.0010568590150073,0.268864933417882,0.7247939124920736,0.0004227436060029,0.0031705770450221,0.0012682308180088,0.0014796026210103,0.0640456563094483,0.9359543436905516,0
Boston CoC,MA-500,2022,4439.0,0.3847713448974994,0.0813246226627618,0.5339040324397387,0.4931290831268303,0.503041225501239,0.0020274836674926,0.0018022077044379,0.3653976120747916,0.5559810768191034,0.0090110385221896,0.0047307952241495,0.0092363144852444,0.0556431628745212,0.368551475557558,0.631448524442442,0
Lynn CoC,MA-502,2022,851.0,0.5381903642773208,0.0658049353701527,0.3960047003525264,0.4547591069330199,0.5205640423031728,0.0035252643948296,0.0199764982373678,0.4136310223266745,0.3537015276145711,0.008225616921269,0.0070505287896592,0.0164512338425381,0.2009400705052879,0.4947121034077555,0.5052878965922444,2
Cape Cod Islands CoC,MA-503,2022,397.0,0.2317380352644836,0.0327455919395466,0.7355163727959698,0.5390428211586902,0.4609571788413098,0.0,0.0,0.743073047858942,0.1863979848866498,0.0025188916876574,0.017632241813602,0.0050377833753148,0.0453400503778337,0.0806045340050377,0.9193954659949622,1
Springfield/Hampden County CoC,MA-504,2022,2294.0,0.483435047951177,0.081081081081081,0.4354838709677419,0.4734088927637315,0.525283347863993,0.000871839581517,0.0004359197907585,0.7423714036617263,0.2371403661726242,0.001743679163034,0.0030514385353095,0.0030514385353095,0.0126416739319965,0.5605928509154315,0.4394071490845684,2
New Bedford CoC,MA-505,2022,370.0,0.3189189189189189,0.0729729729729729,0.6081081081081081,0.4702702702702703,0.5297297297297298,0.0,0.0,0.6378378378378379,0.2621621621621621,0.0,0.0027027027027027,0.0,0.0972972972972973,0.3108108108108108,0.6891891891891891,2
Worcester City & County CoC,MA-506,2022,1277.0,0.3069694596711042,0.0892717306186374,0.6037588097102584,0.5231010180109632,0.4698512137823022,0.0070477682067345,0.0,0.6891151135473766,0.2505873140172279,0.018794048551292,0.0039154267815191,0.004698512137823,0.0328895849647611,0.4001566170712607,0.5998433829287392,2
"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",MA-507,2022,542.0,0.1697416974169741,0.0756457564575645,0.7546125461254612,0.5940959409594095,0.3874538745387454,0.0018450184501845,0.007380073800738,0.7952029520295203,0.1605166051660516,0.0018450184501845,0.0166051660516605,0.0018450184501845,0.0239852398523985,0.2084870848708487,0.7915129151291513,1
Cambridge CoC,MA-509,2022,440.0,0.1272727272727272,0.0886363636363636,0.7840909090909091,0.6204545454545455,0.3704545454545455,0.0045454545454545,0.0045454545454545,0.5772727272727273,0.3818181818181818,0.0181818181818181,0.009090909090909,0.0,0.0136363636363636,0.2295454545454545,0.7704545454545455,3
"Quincy, Brockton, Weymouth, Plymouth City and County CoC",MA-511,2022,1008.0,0.3462301587301587,0.058531746031746,0.5952380952380952,0.498015873015873,0.4990079365079365,0.0029761904761904,0.0,0.4503968253968254,0.5009920634920635,0.0099206349206349,0.0069444444444444,0.0019841269841269,0.0297619047619047,0.1934523809523809,0.8065476190476191,3
Fall River CoC,MA-515,2022,361.0,0.371191135734072,0.0498614958448753,0.5789473684210527,0.5207756232686981,0.4792243767313019,0.0,0.0,0.6094182825484764,0.299168975069252,0.0166204986149584,0.0083102493074792,0.0055401662049861,0.0609418282548476,0.1994459833795014,0.8005540166204986,3
Massachusetts Balance of State CoC,MA-516,2022,3235.0,0.4145285935085008,0.0775888717156105,0.5078825347758887,0.472952086553323,0.5245749613601236,0.0009273570324574,0.0015455950540958,0.6098918083462133,0.3326120556414219,0.0132921174652241,0.0040185471406491,0.0108191653786707,0.0293663060278207,0.3795981452859351,0.620401854714065,2
"Attleboro, Taunton/Bristol County CoC",MA-519,2022,293.0,0.4368600682593856,0.0750853242320819,0.4880546075085324,0.4641638225255973,0.5324232081911263,0.0034129692832764,0.0,0.5733788395904437,0.3651877133105802,0.0,0.0034129692832764,0.0034129692832764,0.0546075085324232,0.2389078498293515,0.7610921501706485,3
Baltimore CoC,MD-501,2022,1597.0,0.1283656856606136,0.0432060112711333,0.828428303068253,0.6718847839699437,0.3206011271133375,0.0068879148403256,0.0006261740763932,0.2423293675641828,0.7276142767689417,0.0087664370695053,0.0068879148403256,0.0031308703819661,0.0112711333750782,0.047589229805886,0.952410770194114,0
Annapolis/Anne Arundel County CoC,MD-503,2022,307.0,0.2280130293159609,0.0488599348534201,0.7231270358306189,0.5732899022801303,0.4234527687296417,0.0,0.003257328990228,0.4853420195439739,0.4267100977198697,0.009771986970684,0.0,0.0,0.0781758957654723,0.0521172638436482,0.9478827361563518,3
Howard County CoC,MD-504,2022,165.0,0.2909090909090909,0.0787878787878787,0.6303030303030303,0.4545454545454545,0.5454545454545454,0.0,0.0,0.2666666666666666,0.6303030303030303,0.0121212121212121,0.006060606060606,0.0,0.0848484848484848,0.0666666666666666,0.9333333333333332,0
Baltimore County CoC,MD-505,2022,468.0,0.2756410256410256,0.0598290598290598,0.6645299145299145,0.5726495726495726,0.4230769230769231,0.0021367521367521,0.0021367521367521,0.3611111111111111,0.5769230769230769,0.0085470085470085,0.0277777777777777,0.0021367521367521,0.0235042735042735,0.0213675213675213,0.9786324786324786,0
Carroll County CoC,MD-506,2022,76.0,0.1578947368421052,0.0789473684210526,0.7631578947368421,0.5921052631578947,0.3947368421052631,0.0,0.0131578947368421,0.8026315789473685,0.1842105263157894,0.0,0.0,0.0,0.0131578947368421,0.0657894736842105,0.9342105263157896,1
Frederick City & County CoC,MD-509,2022,216.0,0.1574074074074074,0.0925925925925925,0.75,0.5601851851851852,0.4351851851851852,0.0,0.0046296296296296,0.5601851851851852,0.324074074074074,0.0,0.0231481481481481,0.0,0.0925925925925925,0.0601851851851851,0.9398148148148148,3
Mid-Shore Regional CoC,MD-511,2022,116.0,0.396551724137931,0.0862068965517241,0.5172413793103449,0.6120689655172413,0.3793103448275862,0.0086206896551724,0.0,0.4913793103448275,0.4137931034482758,0.0,0.0,0.0,0.0948275862068965,0.0,1.0,3
"Wicomico, Somerset, Worcester Counties CoC",MD-513,2022,237.0,0.1476793248945147,0.0337552742616033,0.8185654008438819,0.6244725738396625,0.3755274261603376,0.0,0.0,0.4177215189873418,0.5485232067510548,0.0042194092827004,0.0,0.0042194092827004,0.0253164556962025,0.0253164556962025,0.9746835443037974,0
Maryland Balance of State CoC,MD-514,2022,1053.0,0.2222222222222222,0.0721747388414055,0.7056030389363722,0.5698005698005698,0.4235517568850902,0.0047483380816714,0.0018993352326685,0.5261158594491928,0.4368471035137702,0.0056980056980056,0.0094966761633428,0.0018993352326685,0.0199430199430199,0.030389363722697,0.9696106362773028,3
